Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Detroit,Weekly,"2021-02-21 00:00:00",Organic,1.131791855,24691.73,261.33,2008.50,0.00,15586.71,15579.99,6.71,0.00,6835.19
"Grand Rapids",Weekly,"2021-02-21 00:00:00",Organic,0.990972781,8362.75,29.26,640.55,0.00,7692.95,7651.05,3.35,0.00,0.00
Harrisburg/Scranton,Weekly,"2021-02-21 00:00:00",Organic,1.202976754,20147.33,343.22,517.32,0.00,19286.79,19119.41,15.56,0.00,0.00
Hartford/Springfield,Weekly,"2021-02-21 00:00:00",Organic,1.727111291,23329.62,451.41,8210.35,1.12,14656.37,14296.62,0.00,0.00,10.38
Houston,Weekly,"2021-02-21 00:00:00",Organic,1.635190791,13220.93,3709.85,133.91,0.00,2045.79,2045.79,0.00,0.00,7331.38
Indianapolis,Weekly,"2021-02-21 00:00:00",Organic,1.345721341,9683.95,163.12,811.02,0.00,5392.32,4314.13,1078.18,0.00,3317.49
Jacksonville,Weekly,"2021-02-21 00:00:00",Organic,1.147330402,10958.30,42.19,200.03,0.00,10576.94,10576.94,0.00,0.00,139.14
"Las Vegas",Weekly,"2021-02-21 00:00:00",Organic,1.507586396,16929.96,784.10,287.58,0.00,7546.09,7546.09,0.00,0.00,8312.19
"Los Angeles",Weekly,"2021-02-21 00:00:00",Organic,1.503612847,145775.03,5342.16,3847.02,2.80,52068.19,50778.66,1272.60,0.00,84514.86
Louisville,Weekly,"2021-02-21 00:00:00",Organic,1.830956776,5095.38,20.83,537.98,0.00,1493.08,1184.25,308.82,0.00,3043.49
"Miami/Ft. Lauderdale",Weekly,"2021-02-21 00:00:00",Organic,1.086215671,45785.29,137.70,0.00,0.00,44090.01,44090.01,0.00,0.00,1557.58
Nashville,Weekly,"2021-02-21 00:00:00",Organic,1.612201966,12867.63,32.28,1239.48,0.00,5482.67,5482.67,0.00,0.00,6113.21
"Northern New England",Weekly,"2021-02-21 00:00:00",Organic,1.691306670,16662.55,43.20,545.03,0.00,14284.88,14230.77,0.00,0.00,1789.44
"New Orleans/Mobile",Weekly,"2021-02-21 00:00:00",Organic,1.025787221,14479.82,54.70,59.89,0.00,13580.70,11450.69,2130.02,0.00,784.52
"New York",Weekly,"2021-02-21 00:00:00",Organic,1.536058097,135251.04,9462.89,7838.89,718.52,109882.65,101720.70,0.00,0.00,7348.09
Orlando,Weekly,"2021-02-21 00:00:00",Organic,1.113299368,26692.74,75.21,0.00,0.00,26358.90,26358.90,0.00,0.00,258.63
Peoria/Springfield,Weekly,"2021-02-21 00:00:00",Organic,1.345952422,4349.75,3.78,432.41,0.00,2903.64,2903.64,0.00,0.00,1009.91
Philadelphia,Weekly,"2021-02-21 00:00:00",Organic,1.593745490,28688.23,1415.77,2471.01,0.00,21013.87,18608.70,0.00,0.00,3787.58
Phoenix/Tucson,Weekly,"2021-02-21 00:00:00",Organic,1.272304417,31058.01,3709.89,2521.14,0.00,16623.89,16577.40,0.00,0.00,8203.09
Pittsburgh,Weekly,"2021-02-21 00:00:00",Organic,1.344256813,13162.51,2427.30,1.41,0.00,10291.09,10291.09,0.00,0.00,442.71
Portland,Weekly,"2021-02-21 00:00:00",Organic,1.803199463,40365.07,721.68,6719.51,1.34,4680.89,3933.83,0.00,0.00,28241.65
Providence,Weekly,"2021-02-21 00:00:00",Organic,1.677415351,5372.58,12.53,5.20,0.00,5349.65,5327.60,0.00,0.00,5.20
Raleigh/Greensboro,Weekly,"2021-02-21 00:00:00",Organic,1.434362863,26102.67,587.20,3504.38,39.03,13085.62,13085.62,0.00,0.00,8886.44
Richmond/Norfolk,Weekly,"2021-02-21 00:00:00",Organic,1.008820764,34767.93,1.09,1523.33,1.09,27031.31,27031.31,0.00,0.00,6211.11
Roanoke,Weekly,"2021-02-21 00:00:00",Organic,1.162357530,14150.44,11.89,1362.25,0.00,9352.15,9352.15,0.00,0.00,3424.14
Sacramento,Weekly,"2021-02-21 00:00:00",Organic,1.753932494,24576.16,2914.99,2906.90,2.48,15269.12,13991.69,0.00,0.00,3482.67
"San Diego",Weekly,"2021-02-21 00:00:00",Organic,1.375441770,39391.17,709.45,1701.17,0.00,18448.06,17560.12,0.00,0.00,18532.50
"San Francisco",Weekly,"2021-02-21 00:00:00",Organic,1.907568380,78875.38,2808.26,5942.67,1.35,49575.37,48292.02,0.00,0.00,20547.73
Seattle,Weekly,"2021-02-21 00:00:00",Organic,1.807052608,70268.44,1284.65,9460.48,4.50,13522.22,9647.01,0.00,0.00,45996.59
"South Carolina",Weekly,"2021-02-21 00:00:00",Organic,1.463139937,24869.26,776.94,2508.32,67.00,14287.97,14287.97,0.00,0.00,7229.04
Spokane,Weekly,"2021-02-21 00:00:00",Organic,1.602930620,4992.92,219.98,992.32,0.00,860.08,860.08,0.00,0.00,2920.54
"St. Louis",Weekly,"2021-02-21 00:00:00",Organic,1.300060886,14272.54,7752.31,1145.84,0.00,3606.88,3606.88,0.00,0.00,1767.51
Syracuse,Weekly,"2021-02-21 00:00:00",Organic,1.547899379,4533.77,222.03,94.65,0.00,4134.31,4114.04,0.00,0.00,82.77
Tampa,Weekly,"2021-02-21 00:00:00",Organic,0.952038031,25904.81,58.40,0.00,0.00,25640.12,25640.12,0.00,0.00,206.29
Toledo,Weekly,"2021-02-21 00:00:00",Organic,1.360103919,4663.13,52.25,532.02,0.00,2233.37,2219.72,13.65,0.00,1845.50
"West Tex/New Mexico",Weekly,"2021-02-21 00:00:00",Organic,1.005889503,72851.76,1428.58,5232.75,34075.69,18593.93,18593.93,0.00,0.00,13520.81
Wichita,Weekly,"2021-02-21 00:00:00",Organic,1.351653174,2901.26,324.67,5.47,0.00,729.09,729.09,0.00,0.00,1842.03
California,Weekly,"2021-02-21 00:00:00",Organic,1.622611266,354657.81,16238.61,21560.82,10.29,169112.36,159391.75,1272.60,0.00,147735.73
"Great Lakes",Weekly,"2021-02-21 00:00:00",Organic,1.390532215,191243.72,7868.86,25818.93,0.00,97018.03,93809.03,3164.41,0.00,60537.90
Midsouth,Weekly,"2021-02-21 00:00:00",Organic,1.322073561,275299.36,2002.59,22876.90,133.57,189594.63,188987.27,391.18,0.00,60691.68
Northeast,Weekly,"2021-02-21 00:00:00",Organic,1.544267283,335010.68,16917.80,24872.83,739.78,276958.36,264567.13,15.56,0.00,15521.90
Plains,Weekly,"2021-02-21 00:00:00",Organic,1.298891498,56856.53,16809.40,3268.19,6.83,30172.68,29641.69,527.66,0.00,6599.42
"South Central",Weekly,"2021-02-21 00:00:00",Organic,1.269768843,175822.04,9159.21,13708.30,39971.87,67136.28,65569.15,1560.83,6.30,45846.39
Southeast,Weekly,"2021-02-21 00:00:00",Organic,1.220212489,230137.38,1518.97,7059.22,76.23,189416.16,187539.42,1870.43,6.30,32066.80
West,Weekly,"2021-02-21 00:00:00",Organic,1.502931641,342725.84,20875.48,32331.30,13869.01,100823.99,94555.34,0.00,0.00,174826.06
"Total U.S.",Weekly,"2021-02-21 00:00:00",Organic,1.435312020,1961753.36,91390.92,151496.48,54807.58,1120232.49,1084060.77,8802.68,12.60,543825.89
Albany,Weekly,"2021-02-28 00:00:00",Conventional,1.012565005,133051.35,7063.90,94259.75,30.54,26067.99,23569.20,2233.35,0.00,5629.18
Atlanta,Weekly,"2021-02-28 00:00:00",Conventional,0.906338694,801204.04,286102.91,36538.33,59.24,198728.54,181779.13,12814.59,1807.82,279775.01
Baltimore/Washington,Weekly,"2021-02-28 00:00:00",Conventional,1.219865074,982254.39,211414.47,283820.78,3836.43,390473.34,348421.63,25.20,20166.30,92709.37
Birmingham/Montgomery,Weekly,"2021-02-28 00:00:00",Conventional,0.903018942,356054.22,164584.37,9821.36,14.82,105314.86,90906.20,12039.69,1804.65,76318.81
Boise,Weekly,"2021-02-28 00:00:00",Conventional,1.026593151,125831.22,35141.98,8981.60,746.87,30063.32,24233.63,9.45,419.82,50897.45
Boston,Weekly,"2021-02-28 00:00:00",Conventional,1.367126929,640833.86,14917.80,364693.41,167.33,171131.25,145506.86,24763.17,0.00,89924.06
Buffalo/Rochester,Weekly,"2021-02-28 00:00:00",Conventional,1.101283050,198323.87,22493.01,61011.12,2454.81,107149.15,102734.93,3638.25,718.20,5215.78
Charlotte,Weekly,"2021-02-28 00:00:00",Conventional,1.068774818,360114.24,149857.52,50102.61,4018.80,133465.45,95063.23,16660.88,0.00,22669.87
Chicago,Weekly,"2021-02-28 00:00:00",Conventional,0.762602977,1373944.37,105365.38,255640.67,38232.09,238538.65,222968.24,1889.21,12648.73,736167.58
Cincinnati/Dayton,Weekly,"2021-02-28 00:00:00",Conventional,0.923141456,306330.25,54827.04,70927.40,499.77,34908.59,27931.89,320.51,4577.56,145167.45
Columbus,Weekly,"2021-02-28 00:00:00",Conventional,0.852275178,269231.59,47928.73,55475.93,274.28,45640.48,38887.18,6.30,5290.07,119912.16
"Dallas/Ft. Worth",Weekly,"2021-02-28 00:00:00",Conventional,0.714492363,1694435.51,549142.87,189412.18,14619.77,468740.00,405213.75,19066.95,41927.71,472520.69
Denver,Weekly,"2021-02-28 00:00:00",Conventional,0.906299848,1077193.84,161614.89,142005.57,2244.02,264430.23,205219.06,18196.18,23990.87,506899.13
Detroit,Weekly,"2021-02-28 00:00:00",Conventional,0.862421218,555792.82,80322.48,100693.04,104833.54,97067.74,90059.08,6.30,5520.70,172876.02
"Grand Rapids",Weekly,"2021-02-28 00:00:00",Conventional,0.899725429,260994.53,18944.88,79113.32,113767.06,32592.38,28823.18,3.15,3490.96,16576.89
Harrisburg/Scranton,Weekly,"2021-02-28 00:00:00",Conventional,0.981821509,422271.21,155439.71,109105.07,104.31,144095.94,132698.15,7248.15,3921.75,13526.18
Hartford/Springfield,Weekly,"2021-02-28 00:00:00",Conventional,1.260199475,382104.66,9485.91,271683.02,276.65,92736.90,85424.36,6829.20,0.00,7922.18
Houston,Weekly,"2021-02-28 00:00:00",Conventional,0.668583650,1371639.87,530938.17,255255.89,5305.36,201819.65,174838.03,91.35,26595.56,378320.80
Indianapolis,Weekly,"2021-02-28 00:00:00",Conventional,0.816536780,275544.87,47407.66,73504.31,495.71,61603.05,53314.25,5033.31,2134.72,92534.13
Jacksonville,Weekly,"2021-02-28 00:00:00",Conventional,0.990325289,238842.52,118247.36,10421.61,77.97,73354.93,67430.69,5755.44,0.00,36740.65
"Las Vegas",Weekly,"2021-02-28 00:00:00",Conventional,0.772353853,479398.31,67786.02,52918.92,114.92,123263.33,108512.91,6.30,2671.77,235315.12
"Los Angeles",Weekly,"2021-02-28 00:00:00",Conventional,1.145986025,3081956.20,493832.99,61325.19,129750.27,719953.42,612683.73,26337.15,64989.72,1677094.33
Louisville,Weekly,"2021-02-28 00:00:00",Conventional,0.923397926,134375.73,22698.94,19690.80,32.28,36829.18,32066.13,3068.49,827.34,55124.53
"Miami/Ft. Lauderdale",Weekly,"2021-02-28 00:00:00",Conventional,0.988413679,1078823.21,515596.18,42386.96,102.15,295718.04,268421.67,2621.19,23968.35,225019.88
Nashville,Weekly,"2021-02-28 00:00:00",Conventional,0.913021689,311403.65,96081.30,19026.35,301.25,86430.65,73584.11,8238.83,2148.41,109564.11
"Northern New England",Weekly,"2021-02-28 00:00:00",Conventional,1.109980881,491222.65,12461.42,344956.17,106.49,85950.55,70093.07,15625.81,3.15,47748.01
"New Orleans/Mobile",Weekly,"2021-02-28 00:00:00",Conventional,0.777363266,376504.15,150714.92,26109.82,84.46,140151.93,121532.43,4098.54,13951.35,59443.02
"New York",Weekly,"2021-02-28 00:00:00",Conventional,1.071216661,2246867.28,57644.68,1320259.07,1134.95,784253.91,763276.37,14638.05,0.00,83574.67
Orlando,Weekly,"2021-02-28 00:00:00",Conventional,0.937640637,616252.99,246909.26,14788.29,59.69,220206.61,201064.75,8313.24,10442.25,134289.14
Peoria/Springfield,Weekly,"2021-02-28 00:00:00",Conventional,0.780589219,145463.83,35283.24,37163.91,256.76,37525.90,31398.91,2747.59,3098.48,35234.03
Philadelphia,Weekly,"2021-02-28 00:00:00",Conventional,0.994945692,705682.24,128490.95,253632.56,245.73,265893.55,244317.84,9141.08,648.62,57419.43
Phoenix/Tucson,Weekly,"2021-02-28 00:00:00",Conventional,0.667302856,1592890.06,401656.65,220946.06,4562.21,164588.78,121841.36,12.60,31118.40,801136.36
Pittsburgh,Weekly,"2021-02-28 00:00:00",Conventional,0.953475157,145653.35,46824.58,11637.64,19.87,44657.67,40848.03,22.05,3754.80,42513.58
Portland,Weekly,"2021-02-28 00:00:00",Conventional,1.009627080,727701.03,113427.29,90390.11,4990.42,91276.04,86642.60,3.15,2893.06,427617.18
Providence,Weekly,"2021-02-28 00:00:00",Conventional,1.462811163,91211.95,2626.78,57413.08,17.01,18593.88,15170.30,3345.63,0.00,12561.19
Raleigh/Greensboro,Weekly,"2021-02-28 00:00:00",Conventional,1.024648472,463210.37,207270.78,71941.01,4432.74,156145.06,105489.36,17696.18,0.00,23420.77
Richmond/Norfolk,Weekly,"2021-02-28 00:00:00",Conventional,0.930747847,340497.89,94364.76,78284.00,965.25,76067.89,45769.55,137.55,10880.74,90815.99
Roanoke,Weekly,"2021-02-28 00:00:00",Conventional,0.920710581,203042.78,63153.09,29509.71,12.60,47442.68,33004.26,2928.45,4429.51,62924.69
Sacramento,Weekly,"2021-02-28 00:00:00",Conventional,1.216480531,498413.96,137721.64,149187.31,1928.53,100792.54,100516.65,56.70,0.00,108783.93
"San Diego",Weekly,"2021-02-28 00:00:00",Conventional,1.221309990,543700.93,89753.14,30395.55,18336.45,111674.31,100081.80,6763.05,3858.35,293541.48
"San Francisco",Weekly,"2021-02-28 00:00:00",Conventional,1.138179242,881492.51,205051.99,163548.60,4727.82,138075.84,137592.56,0.00,0.00,370088.26
Seattle,Weekly,"2021-02-28 00:00:00",Conventional,1.239868326,577445.73,76578.84,76613.61,268.35,76881.68,72153.93,0.00,2679.35,347103.24
"South Carolina",Weekly,"2021-02-28 00:00:00",Conventional,0.989813757,533341.56,220716.24,47340.71,1360.33,173933.01,131623.33,24294.11,740.53,89991.27
Spokane,Weekly,"2021-02-28 00:00:00",Conventional,1.024181248,85740.59,19444.27,10967.62,15.64,15101.73,14874.19,0.00,0.00,40211.33
"St. Louis",Weekly,"2021-02-28 00:00:00",Conventional,0.890090741,206400.09,82083.60,10555.45,35.94,68448.78,62192.65,5796.79,0.00,45276.32
Syracuse,Weekly,"2021-02-28 00:00:00",Conventional,1.081202356,93256.70,9699.45,41317.19,491.71,38001.96,35599.34,2274.30,0.00,3746.40
Tampa,Weekly,"2021-02-28 00:00:00",Conventional,0.872632980,642374.67,252949.80,18377.99,14.51,200507.38,181334.60,6.30,18736.20,170524.98
Toledo,Weekly,"2021-02-28 00:00:00",Conventional,0.810828945,153142.15,25784.33,34721.60,16734.79,28061.96,23029.91,1003.67,3345.21,47839.47
"West Tex/New Mexico",Weekly,"2021-02-28 00:00:00",Conventional,0.714245297,986289.10,316817.61,116729.07,9117.63,335837.31,284983.64,4815.89,45175.12,207787.47
Wichita,Weekly,"2021-02-28 00:00:00",Conventional,0.736955555,119200.79,26006.95,6399.16,10.91,38395.38,36350.83,0.00,814.87,48388.38
California,Weekly,"2021-02-28 00:00:00",Conventional,1.153031187,6333693.00,1332071.82,611852.72,173711.26,1306058.53,1176762.81,35355.60,73237.47,2909998.68
"Great Lakes",Weekly,"2021-02-28 00:00:00",Conventional,0.831189026,4981711.21,696794.83,1121008.79,431436.45,918135.91,810212.92,23776.35,73835.02,1814335.22
Midsouth,Weekly,"2021-02-28 00:00:00",Conventional,1.016403764,4198390.18,1359215.08,763380.57,16349.43,1321188.74,1014079.54,84885.68,55997.79,738256.36
Northeast,Weekly,"2021-02-28 00:00:00",Conventional,1.104564893,6047197.10,506378.88,3196264.03,7101.63,1935852.96,1808231.38,97527.67,12666.33,401599.60
Plains,Weekly,"2021-02-28 00:00:00",Conventional,0.899749186,2062042.32,601358.58,484828.03,1515.44,664373.18,562947.47,31599.40,47749.45,309967.09
"South Central",Weekly,"2021-02-28 00:00:00",Conventional,0.694782960,6652833.17,2637229.03,830311.81,107649.30,1691233.21,1469061.74,82639.33,132602.40,1386409.82
Southeast,Weekly,"2021-02-28 00:00:00",Conventional,0.927266844,5774695.78,2440939.48,249488.81,2169.99,1709756.84,1499344.83,97500.11,83769.70,1372340.67
West,Weekly,"2021-02-28 00:00:00",Conventional,0.861207117,7915178.44,1688435.44,1000727.15,21597.81,1491953.68,1229402.31,30357.27,127052.07,3712464.35
"Total U.S.",Weekly,"2021-02-28 00:00:00",Conventional,0.933439476,43965741.20,11262423.13,8257861.91,761531.32,11038553.05,9570042.98,483641.41,606910.24,12645371.79
Albany,Weekly,"2021-02-28 00:00:00",Organic,1.491335842,3925.65,43.37,477.76,0.00,3200.33,3041.01,0.00,0.00,204.19
Atlanta,Weekly,"2021-02-28 00:00:00",Organic,1.618057677,31191.78,353.31,2725.91,0.00,11178.78,11178.78,0.00,0.00,16933.78
Baltimore/Washington,Weekly,"2021-02-28 00:00:00",Organic,1.134663456,92348.08,399.04,3612.24,11.49,85091.84,85081.30,0.00,0.00,3233.47
Birmingham/Montgomery,Weekly,"2021-02-28 00:00:00",Organic,1.294489355,10512.99,98.55,238.86,0.00,9221.80,8264.87,953.78,3.15,953.78
Boise,Weekly,"2021-02-28 00:00:00",Organic,1.652044468,6626.01,10.39,894.29,0.00,1725.15,1725.15,0.00,0.00,3996.17
Boston,Weekly,"2021-02-28 00:00:00",Organic,1.684214695,45104.46,56.04,2193.26,0.00,41689.14,41552.39,0.00,0.00,1166.02
Buffalo/Rochester,Weekly,"2021-02-28 00:00:00",Organic,1.523689818,18001.56,922.26,86.71,7.78,16984.81,16984.81,0.00,0.00,0.00
Charlotte,Weekly,"2021-02-28 00:00:00",Organic,1.444974434,20703.13,70.36,3384.68,35.40,9018.74,9018.74,0.00,0.00,8193.96
Chicago,Weekly,"2021-02-28 00:00:00",Organic,1.589179531,51964.66,635.01,8199.59,0.00,17793.93,17260.53,533.40,0.00,25336.12
Cincinnati/Dayton,Weekly,"2021-02-28 00:00:00",Organic,1.634829239,16799.45,377.84,2376.31,0.00,2840.87,2480.53,360.34,0.00,11204.42
Columbus,Weekly,"2021-02-28 00:00:00",Organic,1.582038645,10241.21,644.29,978.10,0.00,3610.68,3297.75,312.93,0.00,5008.14
"Dallas/Ft. Worth",Weekly,"2021-02-28 00:00:00",Organic,1.425599527,44707.10,3027.00,819.34,1845.42,26852.38,26852.38,0.00,0.00,12162.96
Denver,Weekly,"2021-02-28 00:00:00",Organic,1.385381958,39022.57,3539.67,824.89,0.00,11756.62,11753.47,0.00,3.15,22901.40
Detroit,Weekly,"2021-02-28 00:00:00",Organic,1.231292184,21818.51,221.76,1951.74,0.00,12591.25,12591.25,0.00,0.00,7053.76
"Grand Rapids",Weekly,"2021-02-28 00:00:00",Organic,1.197561736,7022.34,12.78,1155.95,0.00,5853.60,5811.70,0.00,0.00,0.00
Harrisburg/Scranton,Weekly,"2021-02-28 00:00:00",Organic,1.207908543,23737.20,218.27,542.23,0.00,22976.70,22793.52,11.67,0.00,0.00
Hartford/Springfield,Weekly,"2021-02-28 00:00:00",Organic,1.834536121,25702.35,332.65,7916.47,0.00,17453.23,17105.72,0.00,0.00,0.00
Houston,Weekly,"2021-02-28 00:00:00",Organic,1.466879482,12322.80,3933.00,66.87,0.00,2301.21,2301.21,0.00,0.00,6021.73
Indianapolis,Weekly,"2021-02-28 00:00:00",Organic,1.441981070,9574.97,102.27,879.74,0.00,4995.91,3787.56,1208.34,0.00,3597.05
Jacksonville,Weekly,"2021-02-28 00:00:00",Organic,1.233295715,11431.34,45.35,228.47,0.00,11053.73,11053.73,0.00,0.00,103.79
"Las Vegas",Weekly,"2021-02-28 00:00:00",Organic,1.475661336,14245.52,602.25,307.22,0.00,6828.28,6828.28,0.00,0.00,6507.77
"Los Angeles",Weekly,"2021-02-28 00:00:00",Organic,1.717046909,134902.37,5229.15,6572.66,2.80,50617.74,49152.99,1461.60,3.15,72480.01
Louisville,Weekly,"2021-02-28 00:00:00",Organic,1.655855791,5683.91,9.89,650.31,0.00,1427.32,1309.83,117.49,0.00,3596.39
"Miami/Ft. Lauderdale",Weekly,"2021-02-28 00:00:00",Organic,1.128657110,45776.93,197.25,1.14,0.00,44366.31,44366.31,0.00,0.00,1212.22
Nashville,Weekly,"2021-02-28 00:00:00",Organic,1.553279786,13895.42,9.31,1189.93,0.00,5566.95,5566.95,0.00,0.00,7129.24
"Northern New England",Weekly,"2021-02-28 00:00:00",Organic,1.807804241,17980.02,26.38,706.31,0.00,14963.97,14884.57,0.00,0.00,2283.36
"New Orleans/Mobile",Weekly,"2021-02-28 00:00:00",Organic,1.015987283,14477.34,59.80,55.33,0.00,13896.87,11375.71,2521.16,0.00,465.33
"New York",Weekly,"2021-02-28 00:00:00",Organic,1.573702200,139197.66,10281.85,7235.09,740.93,114351.61,106434.89,0.00,0.00,6588.19
Orlando,Weekly,"2021-02-28 00:00:00",Organic,1.164743116,25482.88,55.65,2.20,0.00,25250.73,25250.73,0.00,0.00,174.30
Peoria/Springfield,Weekly,"2021-02-28 00:00:00",Organic,1.511473364,3732.10,19.49,372.27,0.00,2312.01,2312.01,0.00,0.00,1028.33
Philadelphia,Weekly,"2021-02-28 00:00:00",Organic,1.578094761,30914.19,1303.34,2526.06,0.00,23999.77,21494.12,0.00,0.00,3085.02
Phoenix/Tucson,Weekly,"2021-02-28 00:00:00",Organic,1.293320712,30360.26,2966.50,3050.03,2.14,15213.64,15208.99,0.00,0.00,9127.95
Pittsburgh,Weekly,"2021-02-28 00:00:00",Organic,1.306435644,11842.63,2042.63,9.93,0.00,9075.69,9075.69,0.00,0.00,714.38
Portland,Weekly,"2021-02-28 00:00:00",Organic,1.765917435,42774.09,614.71,9922.62,0.00,5195.34,4538.63,0.00,0.00,27041.41
Providence,Weekly,"2021-02-28 00:00:00",Organic,1.605941375,6569.21,28.87,19.76,0.00,6520.58,6496.95,0.00,0.00,0.00
Raleigh/Greensboro,Weekly,"2021-02-28 00:00:00",Organic,1.414120787,27386.18,590.21,3467.71,60.76,11704.49,11704.49,0.00,0.00,11563.00
Richmond/Norfolk,Weekly,"2021-02-28 00:00:00",Organic,0.958563261,38047.10,0.00,1588.91,6.56,31971.27,31971.27,0.00,0.00,4480.37
Roanoke,Weekly,"2021-02-28 00:00:00",Organic,1.077577766,15031.38,9.00,1083.35,0.00,10497.65,10497.65,0.00,0.00,3441.38
Sacramento,Weekly,"2021-02-28 00:00:00",Organic,1.346246594,49730.54,3063.07,30203.05,240.19,13616.99,12564.78,0.00,0.00,2607.24
"San Diego",Weekly,"2021-02-28 00:00:00",Organic,1.717632635,34708.37,679.59,2520.57,2.86,18667.71,18034.82,0.00,0.00,12837.64
"San Francisco",Weekly,"2021-02-28 00:00:00",Organic,1.467003381,144135.02,4719.80,76488.92,56.59,46965.89,45532.67,0.00,0.00,15903.82
Seattle,Weekly,"2021-02-28 00:00:00",Organic,1.452760290,101463.83,1046.27,18104.13,0.00,15264.52,11677.31,0.00,0.00,67048.91
"South Carolina",Weekly,"2021-02-28 00:00:00",Organic,1.443155653,25501.60,640.73,2461.89,49.13,14165.62,14165.62,0.00,0.00,8184.23
Spokane,Weekly,"2021-02-28 00:00:00",Organic,1.778889244,5280.21,166.92,1291.42,0.00,861.39,861.39,0.00,0.00,2960.48
"St. Louis",Weekly,"2021-02-28 00:00:00",Organic,1.832860828,8413.02,2222.16,1116.47,0.00,3095.93,3095.93,0.00,0.00,1978.47
Syracuse,Weekly,"2021-02-28 00:00:00",Organic,1.576505598,4794.73,252.10,154.30,0.00,4278.69,4258.41,0.00,0.00,109.64
Tampa,Weekly,"2021-02-28 00:00:00",Organic,0.992686170,24403.80,54.44,0.00,0.00,24169.68,24169.68,0.00,0.00,179.67
Toledo,Weekly,"2021-02-28 00:00:00",Organic,1.381148525,4726.91,29.20,450.79,0.00,2406.88,2379.57,27.31,0.00,1840.04
"West Tex/New Mexico",Weekly,"2021-02-28 00:00:00",Organic,1.216897589,44548.01,1194.18,1075.31,6535.38,31786.93,31786.93,0.00,0.00,3956.21
Wichita,Weekly,"2021-02-28 00:00:00",Organic,1.376330543,3285.30,405.11,10.91,0.00,906.94,906.94,0.00,0.00,1962.34
